	neutrophils	lymphocytes	monocytes	eosinophils	basophils
ADAM12	0.5724086031914629	0.023256356956408507	0.0022264898655612354	-0.016921184544059213	0.0005023306803675711
ADAM15	0.1231056292887075	0.05542980160068167	0.012077467393334592	0.12284756530263241	0.0009486844367839568
ADAM17	0.5264645499543409	-0.06243653209047859	0.004401879069502753	-0.08667753683587533	-0.005677385599495762
ADAM19	0.21049376141261783	-0.007899756841487408	0.002305296024383824	-0.009583816158704206	-0.0002704789865033845
ADAM1A	0.4110796602930875	0.03125494703844335	0.0010459522252824491	-0.019033582293955506	0.0004880276484443089
ADAM20	0.35698980838920635	0.034716721601493236	-0.00032772559608715756	-0.02595978475015389	-5.365439825990708e-05
ADAM20P1	0.48290385866719754	0.042915022431071384	0.005717144395433398	-0.02655694256191921	0.00022673585430803031
ADAM22	0.3056178650961127	0.0026059434910591824	-0.022668731216826204	-0.09666803153934148	0.0020983684882023962
ADAM23	-0.1732087456507064	0.026375156878867483	-0.03119464465225985	0.0647295173806481	0.001057692105628599
ADAM28	0.014133392545519518	0.0754764261457232	0.0044122780693743235	0.023227646811436145	-0.0014440803140612101
ADAM32	0.290704909301423	0.002972753405619257	-0.016971573670367068	-0.08960207856486295	0.0018203336545694047
ADAM8	0.23585347118130834	0.03963105824289923	0.019013432193928162	0.10551582558288834	0.0013095984689405092
ADAM9	-0.18462616004327814	-0.05988472304954675	0.016353889565903047	0.18246277752739187	-0.0007146604422994159
ADAMDEC1	0.11946604711852062	-0.004292457091308377	-0.0021643489988302017	-0.05298615882634565	-0.0011572680955671982
ADAMTS1	0.16640063965913918	-0.038693912099015036	0.008124179131320302	0.032708826232418595	-0.0012545893939121659
ADAMTS10	0.42801443605380673	0.11964556633871744	-0.04297248877867657	-0.11598699941544996	0.0009735537159739309
ADAMTS13	0.29786115814506653	0.038202293740290424	-0.0035869927844057624	0.027103602687815684	0.0027412279319793576
ADAMTS14	0.20860402975762754	-0.010617448169375009	-0.0096778118493578	0.04574782277363449	0.0015933442463642714
ADAMTS15	0.5352397780185163	0.07263471260026631	-0.018718883486892518	-0.16594361719572587	-0.006546249179792732
ADAMTS17	0.3049183035618952	0.036050379851022746	-0.008664500971907938	0.05507498944758429	0.00085535203592685
ADAMTS2	0.5749907754647723	0.010342298059771719	0.05025967579478906	-0.03148112057412416	-0.0032988813879495163
ADAMTS3	0.6679506101811845	0.07600450613739564	-0.008948218194955547	-0.16333382988486106	0.00281072992654915
ADAMTS4	0.9740304494029879	0.1565192229619591	-0.006674377117082267	-0.08880593422710804	0.0031739732112974588
ADAMTS6	0.3932445619777858	0.1541281142489806	-0.05066931940901493	-0.04683578894260286	0.002982599114643269
ADAMTS7	0.33123902743367795	0.11994283106339332	0.015740290373995894	0.14383949053219658	-0.0012074267790850776
ADAMTS7P1	0.19677570530395008	-0.029035263811515583	-0.016795802276504082	-0.06025653197511144	0.0025119861538927214
ADAMTS8	0.11752272030187878	0.0797243551187664	-0.01822298679127779	0.01195583112268493	0.0029795403660903418
ADAMTS9	0.2087046366827747	0.026987522113484513	0.003703329080472708	0.10370578381136598	0.002214102757476184
ADAMTS9-AS2	-0.22793544173896094	0.025733394029480713	-0.09490936289129846	0.14017570351058165	-0.0011061907197980837
ADAMTSL3	0.3772327676883817	0.07420837342561541	0.011449203664498026	0.08644217794202515	0.0033700257880554495
ADAMTSL4	-0.07298952566315374	-0.06373162831006801	0.019414392045528993	0.09199385761213891	-0.0014592412053747125
ADAMTSL4-AS1	0.2282774662552333	0.007053241198449345	-0.0024996309519460377	-0.011912972879356713	-0.0005842537101673176
ADAMTSL5	-0.32104995205527426	-0.028858729074773007	-0.008633634370442627	0.09529267336084277	-0.0011862261375094648
ADAP1	0.28336361685863587	-0.005943077149915585	0.0032882403108812856	0.04551388805945732	-1.1905990629521544e-05
ADAP2	0.298652092902805	-0.008419103538481482	-0.002681835153678873	-0.062469904703799324	-0.0006165364695713575
